LEXICALUNIT	TOTALCORPUS1	TOTALCORPUS2	FILEDETAILS	LEXPOSPATTERNSC1	LEXPOSPATTERNSC2	POSPATTERNSC1	POSPATTERNSC2	SIMILARITY
raffut_NOM	2	9	./results/raffut_NOM.1987-1988.2005-2006.patterns.d3.csv	2	9	5	7	0.0
bicentenaire_NOM	604	107	./results/bicentenaire_NOM.1987-1988.2005-2006.patterns.d3.csv	489	92	289	106	0.884067648542
castrat_NOM	13	18	./results/castrat_NOM.1987-1988.2005-2006.patterns.d3.csv	13	20	19	35	0.235747583396
névrosé_NOM	33	30	./results/névrosé_NOM.1987-1988.2005-2006.patterns.d3.csv	12	5	19	9	0.291042750044
habilleur_NOM	17	10	./results/habilleur_NOM.1987-1988.2005-2006.patterns.d3.csv	17	11	27	6	0.57735026919
extralucide_ADJ	2	10	./results/extralucide_ADJ.1987-1988.2005-2006.patterns.d3.csv	2	10	5	16	0.1788854382
sécession_NOM	115	149	./results/sécession_NOM.1987-1988.2005-2006.patterns.d3.csv	80	90	107	113	0.911796017346
barnum_NOM	23	18	./results/barnum_NOM.1987-1988.2005-2006.patterns.d3.csv	1	14	5	19	0.0
audionumérique_ADJ	10	2	./results/audionumérique_ADJ.1987-1988.2005-2006.patterns.d3.csv	10	2	16	7	0.0480015360737
articulaire_ADJ	8	18	./results/articulaire_ADJ.1987-1988.2005-2006.patterns.d3.csv	7	16	10	12	0.572077553547
gammée_ADJ	60	55	./results/gammée_ADJ.1987-1988.2005-2006.patterns.d3.csv	60	57	67	56	0.962608399572
sentence_NOM	220	167	./results/sentence_NOM.1987-1988.2005-2006.patterns.d3.csv	220	165	239	188	0.893542637948
ghetto_NOM	407	388	./results/ghetto_NOM.1987-1988.2005-2006.patterns.d3.csv	408	388	306	299	0.981138503599
ondoyer_VER	11	8	./results/ondoyer_VER.1987-1988.2005-2006.patterns.d3.csv	11	8	12	13	0.0426014322842
fébrilité_NOM	66	62	./results/fébrilité_NOM.1987-1988.2005-2006.patterns.d3.csv	66	60	102	93	0.748067139052
trinité_NOM	133	113	./results/trinité_NOM.1987-1988.2005-2006.patterns.d3.csv	53	39	61	48	0.794010219735
incessamment_ADV	92	28	./results/incessamment_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
bordereau_NOM	20	19	./results/bordereau_NOM.1987-1988.2005-2006.patterns.d3.csv	20	18	28	35	0.689262223145
prodigieusement_ADV	38	12	./results/prodigieusement_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
écomusée_NOM	19	3	./results/écomusée_NOM.1987-1988.2005-2006.patterns.d3.csv	19	3	22	6	0.113227703414
manille_NOM	490	97	./results/manille_NOM.1987-1988.2005-2006.patterns.d3.csv	92	12	140	28	0.854897284025
surprendre_VER	2592	1971	./results/surprendre_VER.1987-1988.2005-2006.patterns.d3.csv	2614	1982	990	825	0.994923767698
déchirure_NOM	142	98	./results/déchirure_NOM.1987-1988.2005-2006.patterns.d3.csv	141	97	180	124	0.900127098061
colmater_VER	68	39	./results/colmater_VER.1987-1988.2005-2006.patterns.d3.csv	68	39	90	83	0.89960265647
trôner_VER	133	171	./results/trôner_VER.1987-1988.2005-2006.patterns.d3.csv	133	171	154	182	0.954282025338
dévalorisation_NOM	78	27	./results/dévalorisation_NOM.1987-1988.2005-2006.patterns.d3.csv	77	27	121	48	0.919485470797
ovation_NOM	134	105	./results/ovation_NOM.1987-1988.2005-2006.patterns.d3.csv	134	104	191	128	0.746512894433
prérapport_NOM	4	11	./results/prérapport_NOM.1987-1988.2005-2006.patterns.d3.csv	4	11	10	14	0.49715457696
erectus_NOM	20	29	./results/erectus_NOM.1987-1988.2005-2006.patterns.d3.csv	21	30	42	45	0.88423241357
amuser_VER	900	1016	./results/amuser_VER.1987-1988.2005-2006.patterns.d3.csv	905	1022	471	459	0.983714257765
orthogonal_ADJ	8	7	./results/orthogonal_ADJ.1987-1988.2005-2006.patterns.d3.csv	8	7	7	6	0.0
officiellement_ADV	3089	1715	./results/officiellement_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
rémunération_NOM	1180	1435	./results/rémunération_NOM.1987-1988.2005-2006.patterns.d3.csv	1204	1477	629	717	0.990217741468
chapon_NOM	33	17	./results/chapon_NOM.1987-1988.2005-2006.patterns.d3.csv	13	7	16	6	0.166666666667
tourte_NOM	17	3	./results/tourte_NOM.1987-1988.2005-2006.patterns.d3.csv	17	2	29	2	0.291729982996
pré-retraite_NOM	17	0	./results/pré-retraite_NOM.1987-1988.2005-2006.patterns.d3.csv	17	0	0	0	0
cérémonie_NOM	1397	1193	./results/cérémonie_NOM.1987-1988.2005-2006.patterns.d3.csv	1409	1204	702	623	0.991165364592
chope_NOM	12	11	./results/chope_NOM.1987-1988.2005-2006.patterns.d3.csv	10	8	21	17	0.49611713149
balader_VER	100	91	./results/balader_VER.1987-1988.2005-2006.patterns.d3.csv	96	91	121	137	0.964436583291
blockbuster_NOM	0	27	./results/blockbuster_NOM.1987-1988.2005-2006.patterns.d3.csv	0	18	0	0	0
uniformiser_VER	37	36	./results/uniformiser_VER.1987-1988.2005-2006.patterns.d3.csv	37	36	70	63	0.731933678733
police_NOM	8295	6479	./results/police_NOM.1987-1988.2005-2006.patterns.d3.csv	8898	6609	1221	1063	0.995962551528
fracturer_VER	70	41	./results/fracturer_VER.1987-1988.2005-2006.patterns.d3.csv	70	41	84	57	0.833742746218
bassin_NOM	733	705	./results/bassin_NOM.1987-1988.2005-2006.patterns.d3.csv	724	707	469	445	0.989185825538
causticité_NOM	21	8	./results/causticité_NOM.1987-1988.2005-2006.patterns.d3.csv	21	8	26	9	0.474341649025
astiquer_VER	18	10	./results/astiquer_VER.1987-1988.2005-2006.patterns.d3.csv	18	10	24	17	0.108821437517
vitriol_NOM	44	50	./results/vitriol_NOM.1987-1988.2005-2006.patterns.d3.csv	43	50	49	60	0.938119441819
avarie_NOM	31	52	./results/avarie_NOM.1987-1988.2005-2006.patterns.d3.csv	31	52	51	84	0.75866474316
sous-équipement_NOM	15	5	./results/sous-équipement_NOM.1987-1988.2005-2006.patterns.d3.csv	15	5	27	7	0.541618608506
bénévolement_ADV	46	32	./results/bénévolement_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
améthyste_NOM	20	16	./results/améthyste_NOM.1987-1988.2005-2006.patterns.d3.csv	11	17	14	18	0.608428220784
engouffrer_VER	231	191	./results/engouffrer_VER.1987-1988.2005-2006.patterns.d3.csv	231	191	203	179	0.987971619101
agrochimique_ADJ	11	5	./results/agrochimique_ADJ.1987-1988.2005-2006.patterns.d3.csv	11	6	19	14	0.510495896757
ardent_ADJ	395	203	./results/ardent_ADJ.1987-1988.2005-2006.patterns.d3.csv	370	193	288	189	0.955248662128
confetti_NOM	32	33	./results/confetti_NOM.1987-1988.2005-2006.patterns.d3.csv	32	31	48	51	0.766298391863
vernissage_NOM	35	78	./results/vernissage_NOM.1987-1988.2005-2006.patterns.d3.csv	36	78	46	97	0.769335850662
périphrase_NOM	16	14	./results/périphrase_NOM.1987-1988.2005-2006.patterns.d3.csv	15	14	25	21	0.713067744654
rebiffer_VER	42	26	./results/rebiffer_VER.1987-1988.2005-2006.patterns.d3.csv	42	26	53	32	0.939148783428
ultraviolet_NOM	27	37	./results/ultraviolet_NOM.1987-1988.2005-2006.patterns.d3.csv	21	29	23	34	0.436758946588
élégiaque_ADJ	20	34	./results/élégiaque_ADJ.1987-1988.2005-2006.patterns.d3.csv	20	34	28	40	0.321227866713
oriental_NOM	845	909	./results/oriental_NOM.1987-1988.2005-2006.patterns.d3.csv	25	39	46	72	0.685689511095
flirt_NOM	72	34	./results/flirt_NOM.1987-1988.2005-2006.patterns.d3.csv	71	32	94	50	0.760833177266
superfétatoire_ADJ	13	9	./results/superfétatoire_ADJ.1987-1988.2005-2006.patterns.d3.csv	13	9	25	12	0.0
portraiturer_VER	27	10	./results/portraiturer_VER.1987-1988.2005-2006.patterns.d3.csv	27	10	50	28	0.292999574071
déconcentration_NOM	63	12	./results/déconcentration_NOM.1987-1988.2005-2006.patterns.d3.csv	64	12	77	16	0.617914380653
obligataire_NOM	550	422	./results/obligataire_NOM.1987-1988.2005-2006.patterns.d3.csv	378	426	266	321	0.942339643472
gamma_NOM	137	87	./results/gamma_NOM.1987-1988.2005-2006.patterns.d3.csv	50	57	48	75	0.930764713166
ingénuité_NOM	35	13	./results/ingénuité_NOM.1987-1988.2005-2006.patterns.d3.csv	35	13	53	19	0.696012721918
intéressement_NOM	268	220	./results/intéressement_NOM.1987-1988.2005-2006.patterns.d3.csv	286	236	180	173	0.965343443745
apocryphe_ADJ	24	42	./results/apocryphe_ADJ.1987-1988.2005-2006.patterns.d3.csv	24	42	33	41	0.405983546256
festin_NOM	103	78	./results/festin_NOM.1987-1988.2005-2006.patterns.d3.csv	105	69	136	98	0.831917530452
cartographie_NOM	89	111	./results/cartographie_NOM.1987-1988.2005-2006.patterns.d3.csv	88	110	120	156	0.823869082333
bus_NOM	412	798	./results/bus_NOM.1987-1988.2005-2006.patterns.d3.csv	367	750	269	424	0.987404725003
par-là_ADV	73	40	./results/par-là_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
insensibilité_NOM	21	14	./results/insensibilité_NOM.1987-1988.2005-2006.patterns.d3.csv	21	14	31	19	0.726184377414
illustré_ADJ	442	441	./results/illustré_ADJ.1987-1988.2005-2006.patterns.d3.csv	42	26	65	35	0.595175394943
disputer_VER	1073	1293	./results/disputer_VER.1987-1988.2005-2006.patterns.d3.csv	1076	1300	679	722	0.980248708011
prêtre_NOM	1495	861	./results/prêtre_NOM.1987-1988.2005-2006.patterns.d3.csv	1506	862	762	577	0.985156717842
success_ADJ	22	46	./results/success_ADJ.1987-1988.2005-2006.patterns.d3.csv	14	36	14	43	0.897090369671
soi-disant_ADJ	118	97	./results/soi-disant_ADJ.1987-1988.2005-2006.patterns.d3.csv	114	98	123	143	0.74263766136
humilié_ADJ	99	109	./results/humilié_ADJ.1987-1988.2005-2006.patterns.d3.csv	42	36	26	17	0.723568051145
accouplement_NOM	15	28	./results/accouplement_NOM.1987-1988.2005-2006.patterns.d3.csv	15	25	21	29	0.674378080775
vacillant_ADJ	37	41	./results/vacillant_ADJ.1987-1988.2005-2006.patterns.d3.csv	28	37	35	44	0.602131653261
contrition_NOM	20	28	./results/contrition_NOM.1987-1988.2005-2006.patterns.d3.csv	20	28	26	31	0.88390862217
transfiguration_NOM	32	20	./results/transfiguration_NOM.1987-1988.2005-2006.patterns.d3.csv	30	19	32	27	0.70310354331
faner_VER	43	49	./results/faner_VER.1987-1988.2005-2006.patterns.d3.csv	44	49	84	76	0.574834569775
définir_VER	3281	2504	./results/définir_VER.1987-1988.2005-2006.patterns.d3.csv	3298	2520	1221	1080	0.983449097733
drôle_ADJ	901	1019	./results/drôle_ADJ.1987-1988.2005-2006.patterns.d3.csv	631	688	243	255	0.98734290843
absurdement_ADV	10	3	./results/absurdement_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
contestation_NOM	700	616	./results/contestation_NOM.1987-1988.2005-2006.patterns.d3.csv	701	619	492	452	0.988221799644
diablotin_NOM	9	10	./results/diablotin_NOM.1987-1988.2005-2006.patterns.d3.csv	9	10	10	15	0.0833333333333
ballon_NOM	488	709	./results/ballon_NOM.1987-1988.2005-2006.patterns.d3.csv	482	666	407	509	0.895013153948
nièce_NOM	117	116	./results/nièce_NOM.1987-1988.2005-2006.patterns.d3.csv	114	112	93	91	0.87693923927
dorloter_VER	9	8	./results/dorloter_VER.1987-1988.2005-2006.patterns.d3.csv	9	8	8	12	0.0
fond_NOM	9700	10305	./results/fond_NOM.1987-1988.2005-2006.patterns.d3.csv	5375	3967	875	756	0.996795478171
contigu_ADJ	18	13	./results/contigu_ADJ.1987-1988.2005-2006.patterns.d3.csv	18	13	35	31	0.684995780439
renoncer_VER	2909	2640	./results/renoncer_VER.1987-1988.2005-2006.patterns.d3.csv	2943	2685	789	709	0.998148050966
cinémascope_NOM	37	20	./results/cinémascope_NOM.1987-1988.2005-2006.patterns.d3.csv	25	6	26	8	0.560336302703
littérairement_ADV	11	17	./results/littérairement_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
groin_NOM	10	5	./results/groin_NOM.1987-1988.2005-2006.patterns.d3.csv	10	5	21	5	0.119522860933
réglisse_NOM	4	20	./results/réglisse_NOM.1987-1988.2005-2006.patterns.d3.csv	4	20	5	12	0.188815805617
trépasser_VER	14	12	./results/trépasser_VER.1987-1988.2005-2006.patterns.d3.csv	14	12	19	14	0.19518001459
complot_NOM	546	520	./results/complot_NOM.1987-1988.2005-2006.patterns.d3.csv	560	508	435	414	0.959439546096
alsacien_ADJ	358	199	./results/alsacien_ADJ.1987-1988.2005-2006.patterns.d3.csv	285	111	225	130	0.947204705158
strict_ADJ	1088	829	./results/strict_ADJ.1987-1988.2005-2006.patterns.d3.csv	1094	828	540	461	0.9846680368
sinistre_NOM	600	311	./results/sinistre_NOM.1987-1988.2005-2006.patterns.d3.csv	203	133	185	141	0.944053171603
amphithéâtre_NOM	213	133	./results/amphithéâtre_NOM.1987-1988.2005-2006.patterns.d3.csv	205	122	225	160	0.83456470262
aiguillage_NOM	64	23	./results/aiguillage_NOM.1987-1988.2005-2006.patterns.d3.csv	64	22	88	30	0.836495831437
quai_NOM	1618	1006	./results/quai_NOM.1987-1988.2005-2006.patterns.d3.csv	852	634	424	339	0.93486325423
nô_NOM	25	23	./results/nô_NOM.1987-1988.2005-2006.patterns.d3.csv	24	20	24	37	0.689034207904
expulsion_NOM	1120	602	./results/expulsion_NOM.1987-1988.2005-2006.patterns.d3.csv	1182	621	619	430	0.981709620006
cordialement_ADV	24	14	./results/cordialement_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
mutualiser_VER	2	45	./results/mutualiser_VER.1987-1988.2005-2006.patterns.d3.csv	0	29	0	49	0
raideur_NOM	79	62	./results/raideur_NOM.1987-1988.2005-2006.patterns.d3.csv	79	62	105	95	0.877425458656
fiel_NOM	19	14	./results/fiel_NOM.1987-1988.2005-2006.patterns.d3.csv	19	13	22	20	0.807220749922
observant_NOM	167	97	./results/observant_NOM.1987-1988.2005-2006.patterns.d3.csv	34	20	42	17	0.935872238227
franco-britanniques_ADJ	14	13	./results/franco-britanniques_ADJ.1987-1988.2005-2006.patterns.d3.csv	14	11	13	25	0.554700196225
aléatoire_NOM	373	282	./results/aléatoire_NOM.1987-1988.2005-2006.patterns.d3.csv	28	15	27	20	0.659546184163
assurance-chômage_NOM	190	285	./results/assurance-chômage_NOM.1987-1988.2005-2006.patterns.d3.csv	198	289	117	189	0.959903897775
officiel_ADJ	8523	5043	./results/officiel_ADJ.1987-1988.2005-2006.patterns.d3.csv	8638	5027	1183	931	0.982636744255
sornette_NOM	9	11	./results/sornette_NOM.1987-1988.2005-2006.patterns.d3.csv	8	11	14	16	0.35682062007
éboulement_NOM	33	20	./results/éboulement_NOM.1987-1988.2005-2006.patterns.d3.csv	34	20	61	40	0.793131724013
copeau_NOM	50	52	./results/copeau_NOM.1987-1988.2005-2006.patterns.d3.csv	18	46	33	62	0.723120973139
hectolitre_NOM	57	59	./results/hectolitre_NOM.1987-1988.2005-2006.patterns.d3.csv	69	68	40	31	0.64706574158
fixé_ADJ	1570	1383	./results/fixé_ADJ.1987-1988.2005-2006.patterns.d3.csv	71	41	74	50	0.895432856497
beaux-arts_NOM	370	419	./results/beaux-arts_NOM.1987-1988.2005-2006.patterns.d3.csv	354	382	179	156	0.978719457989
dicastère_NOM	10	12	./results/dicastère_NOM.1987-1988.2005-2006.patterns.d3.csv	10	12	16	19	0.430375762532
congénère_NOM	35	62	./results/congénère_NOM.1987-1988.2005-2006.patterns.d3.csv	35	60	51	76	0.876677750798
hantise_NOM	175	113	./results/hantise_NOM.1987-1988.2005-2006.patterns.d3.csv	175	113	195	137	0.957223084254
guetter_VER	376	265	./results/guetter_VER.1987-1988.2005-2006.patterns.d3.csv	376	265	339	292	0.95249013602
ventru_ADJ	21	5	./results/ventru_ADJ.1987-1988.2005-2006.patterns.d3.csv	21	5	27	8	0.0
sonoriser_VER	20	13	./results/sonoriser_VER.1987-1988.2005-2006.patterns.d3.csv	20	13	21	16	0.292770021885
oppresser_VER	26	24	./results/oppresser_VER.1987-1988.2005-2006.patterns.d3.csv	26	24	30	19	0.495940971093
signalé_ADJ	323	208	./results/signalé_ADJ.1987-1988.2005-2006.patterns.d3.csv	26	23	40	28	0.559258940716
aymara_NOM	5	25	./results/aymara_NOM.1987-1988.2005-2006.patterns.d3.csv	3	8	8	9	0.492365963917
oligarchique_ADJ	6	12	./results/oligarchique_ADJ.1987-1988.2005-2006.patterns.d3.csv	6	12	7	15	0.200445931434
invendu_NOM	36	34	./results/invendu_NOM.1987-1988.2005-2006.patterns.d3.csv	17	19	17	29	0.797202797203
tridimensionnel_ADJ	26	15	./results/tridimensionnel_ADJ.1987-1988.2005-2006.patterns.d3.csv	26	16	45	34	0.67840920087
géopolitique_ADJ	133	334	./results/géopolitique_ADJ.1987-1988.2005-2006.patterns.d3.csv	71	229	94	215	0.924457414288
hédonisme_NOM	29	39	./results/hédonisme_NOM.1987-1988.2005-2006.patterns.d3.csv	29	39	42	54	0.677932098211
fondamentaliste_ADJ	151	201	./results/fondamentaliste_ADJ.1987-1988.2005-2006.patterns.d3.csv	86	119	87	148	0.865461235275
joug_NOM	74	81	./results/joug_NOM.1987-1988.2005-2006.patterns.d3.csv	75	80	106	108	0.924509041075
circonstance_NOM	2608	1249	./results/circonstance_NOM.1987-1988.2005-2006.patterns.d3.csv	2626	1247	984	647	0.989921114268
chef-opérateur_NOM	9	6	./results/chef-opérateur_NOM.1987-1988.2005-2006.patterns.d3.csv	9	6	17	7	0.141421356237
transdisciplinaire_ADJ	1	14	./results/transdisciplinaire_ADJ.1987-1988.2005-2006.patterns.d3.csv	1	14	1	15	0.0
gommer_VER	315	203	./results/gommer_VER.1987-1988.2005-2006.patterns.d3.csv	316	202	376	256	0.944599368933
calypso_NOM	14	76	./results/calypso_NOM.1987-1988.2005-2006.patterns.d3.csv	3	48	3	57	0.0802088147313
poigner_VER	47	43	./results/poigner_VER.1987-1988.2005-2006.patterns.d3.csv	28	21	40	30	0.922910947783
grenouille_NOM	93	105	./results/grenouille_NOM.1987-1988.2005-2006.patterns.d3.csv	92	96	117	96	0.93154895625
raisonnablement_ADV	189	87	./results/raisonnablement_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
socio-politiques_ADJ	18	3	./results/socio-politiques_ADJ.1987-1988.2005-2006.patterns.d3.csv	18	3	26	7	0.0967867836992
entrailles_NOM	63	70	./results/entrailles_NOM.1987-1988.2005-2006.patterns.d3.csv	63	69	89	91	0.923622720427
aspirant_ADJ	89	113	./results/aspirant_ADJ.1987-1988.2005-2006.patterns.d3.csv	24	27	41	48	0.50486166582
diplomatiquement_ADV	38	23	./results/diplomatiquement_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
cruellement_ADV	235	182	./results/cruellement_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
sourcilier_ADJ	6	6	./results/sourcilier_ADJ.1987-1988.2005-2006.patterns.d3.csv	6	6	9	16	0.808290376865
narrer_VER	57	97	./results/narrer_VER.1987-1988.2005-2006.patterns.d3.csv	57	97	110	141	0.790545051973
superordinateurs_NOM	15	0	./results/superordinateurs_NOM.1987-1988.2005-2006.patterns.d3.csv	15	0	0	0	0
vidéothèque_NOM	91	15	./results/vidéothèque_NOM.1987-1988.2005-2006.patterns.d3.csv	27	14	32	24	0.569011622787
flinguer_VER	20	19	./results/flinguer_VER.1987-1988.2005-2006.patterns.d3.csv	21	19	24	33	0.373292190506
trafiquant_NOM	507	283	./results/trafiquant_NOM.1987-1988.2005-2006.patterns.d3.csv	498	270	350	245	0.980652724007
dévaliser_VER	61	31	./results/dévaliser_VER.1987-1988.2005-2006.patterns.d3.csv	61	31	81	53	0.742239663647
matrice_NOM	59	115	./results/matrice_NOM.1987-1988.2005-2006.patterns.d3.csv	57	112	94	152	0.881020665969
irrégulier_ADJ	288	354	./results/irrégulier_ADJ.1987-1988.2005-2006.patterns.d3.csv	290	358	147	213	0.96309872472
éclectisme_NOM	116	70	./results/éclectisme_NOM.1987-1988.2005-2006.patterns.d3.csv	117	72	141	116	0.874351187615
soviéto-américaine_ADJ	27	1	./results/soviéto-américaine_ADJ.1987-1988.2005-2006.patterns.d3.csv	27	1	48	1	0.0
valoisiens_NOM	24	0	./results/valoisiens_NOM.1987-1988.2005-2006.patterns.d3.csv	13	0	0	0	0
baionnette_NOM	30	0	./results/baionnette_NOM.1987-1988.2005-2006.patterns.d3.csv	29	0	0	0	0
dernièrement_ADV	164	95	./results/dernièrement_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
chenapan_NOM	10	3	./results/chenapan_NOM.1987-1988.2005-2006.patterns.d3.csv	9	3	12	1	0.0
affaire-là_NOM	9	5	./results/affaire-là_NOM.1987-1988.2005-2006.patterns.d3.csv	9	4	11	6	0.875595035771
auparavant_ADV	2381	1690	./results/auparavant_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
ex-gauche_NOM	1	18	./results/ex-gauche_NOM.1987-1988.2005-2006.patterns.d3.csv	1	17	5	20	0.206593262267
social_ADJ	19440	19035	./results/social_ADJ.1987-1988.2005-2006.patterns.d3.csv	19870	19041	1204	1217	0.999095763189
bison_NOM	45	35	./results/bison_NOM.1987-1988.2005-2006.patterns.d3.csv	44	26	64	18	0.799572586793
géographe_NOM	106	137	./results/géographe_NOM.1987-1988.2005-2006.patterns.d3.csv	106	139	129	151	0.870098242168
septembre_NOM	12183	13963	./results/septembre_NOM.1987-1988.2005-2006.patterns.d3.csv	12511	13416	807	725	0.973000153336
mi-mars_NOM	73	105	./results/mi-mars_NOM.1987-1988.2005-2006.patterns.d3.csv	72	100	75	64	0.969687012368
restrictif_ADJ	330	240	./results/restrictif_ADJ.1987-1988.2005-2006.patterns.d3.csv	332	238	304	211	0.955752554609
subventionner_VER	355	228	./results/subventionner_VER.1987-1988.2005-2006.patterns.d3.csv	355	229	364	269	0.946365359498
beau-frère_NOM	119	118	./results/beau-frère_NOM.1987-1988.2005-2006.patterns.d3.csv	118	117	99	81	0.888621189592
yacht_NOM	100	89	./results/yacht_NOM.1987-1988.2005-2006.patterns.d3.csv	69	81	98	115	0.909250629696
souper_VER	51	19	./results/souper_VER.1987-1988.2005-2006.patterns.d3.csv	24	9	55	21	0.136691637953
détraquer_VER	52	38	./results/détraquer_VER.1987-1988.2005-2006.patterns.d3.csv	52	38	81	59	0.666298307361
surréalisant_ADJ	10	2	./results/surréalisant_ADJ.1987-1988.2005-2006.patterns.d3.csv	10	2	12	2	0.0
toast_NOM	67	25	./results/toast_NOM.1987-1988.2005-2006.patterns.d3.csv	64	25	93	43	0.726410581448
inabouti_ADJ	6	13	./results/inabouti_ADJ.1987-1988.2005-2006.patterns.d3.csv	3	9	2	13	0.0
utopie_NOM	325	449	./results/utopie_NOM.1987-1988.2005-2006.patterns.d3.csv	328	435	272	344	0.974711909923
végéter_VER	58	33	./results/végéter_VER.1987-1988.2005-2006.patterns.d3.csv	58	33	78	41	0.81275487064
crypte_NOM	48	34	./results/crypte_NOM.1987-1988.2005-2006.patterns.d3.csv	46	32	73	45	0.897419643892
barils-jour_NOM	14	0	./results/barils-jour_NOM.1987-1988.2005-2006.patterns.d3.csv	17	0	0	0	0
hausser_VER	458	659	./results/hausser_VER.1987-1988.2005-2006.patterns.d3.csv	462	666	304	206	0.962490426401
emmailloter_VER	12	15	./results/emmailloter_VER.1987-1988.2005-2006.patterns.d3.csv	12	15	28	20	0.761347089207
cancéreux_ADJ	102	86	./results/cancéreux_ADJ.1987-1988.2005-2006.patterns.d3.csv	94	85	119	97	0.916989945496
barda_NOM	13	13	./results/barda_NOM.1987-1988.2005-2006.patterns.d3.csv	11	12	16	22	0.353946300576
noble_ADJ	577	379	./results/noble_ADJ.1987-1988.2005-2006.patterns.d3.csv	471	305	291	251	0.948288024584
plutonium_NOM	74	128	./results/plutonium_NOM.1987-1988.2005-2006.patterns.d3.csv	78	133	111	136	0.952728996474
glisser_NOM	1218	1034	./results/glisser_NOM.1987-1988.2005-2006.patterns.d3.csv	14	15	29	34	0.738024966423
meurtrier_NOM	932	882	./results/meurtrier_NOM.1987-1988.2005-2006.patterns.d3.csv	251	183	234	199	0.88058043793
gaze_NOM	14	16	./results/gaze_NOM.1987-1988.2005-2006.patterns.d3.csv	13	15	36	25	0.645643157912
clémence_NOM	212	180	./results/clémence_NOM.1987-1988.2005-2006.patterns.d3.csv	164	100	178	124	0.906175577891
absinthe_NOM	52	22	./results/absinthe_NOM.1987-1988.2005-2006.patterns.d3.csv	53	18	71	13	0.886750946008
concédant_NOM	41	40	./results/concédant_NOM.1987-1988.2005-2006.patterns.d3.csv	4	7	4	8	0.691668501245
renflouement_NOM	33	14	./results/renflouement_NOM.1987-1988.2005-2006.patterns.d3.csv	33	13	55	27	0.807562209716
cisailler_VER	16	12	./results/cisailler_VER.1987-1988.2005-2006.patterns.d3.csv	16	12	24	21	0.130120009726
atrocement_ADV	23	26	./results/atrocement_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
xxx_NOM	14	10	./results/xxx_NOM.1987-1988.2005-2006.patterns.d3.csv	16	2	3	1	0.0
ciné-club_NOM	77	25	./results/ciné-club_NOM.1987-1988.2005-2006.patterns.d3.csv	77	24	63	44	0.811461482353
mixité_NOM	30	240	./results/mixité_NOM.1987-1988.2005-2006.patterns.d3.csv	29	240	53	256	0.658465833034
dossier_NOM	6469	6216	./results/dossier_NOM.1987-1988.2005-2006.patterns.d3.csv	6570	6263	1596	1480	0.987094470629
indiquer_VER	9819	8646	./results/indiquer_VER.1987-1988.2005-2006.patterns.d3.csv	9835	8678	1323	1139	0.981606881264
mosaiques_NOM	46	0	./results/mosaiques_NOM.1987-1988.2005-2006.patterns.d3.csv	32	0	0	0	0
substantiel_ADJ	636	345	./results/substantiel_ADJ.1987-1988.2005-2006.patterns.d3.csv	636	346	379	255	0.968447540327
emblème_NOM	184	240	./results/emblème_NOM.1987-1988.2005-2006.patterns.d3.csv	186	241	206	231	0.92996095379
détecter_VER	324	464	./results/détecter_VER.1987-1988.2005-2006.patterns.d3.csv	326	466	532	689	0.955207776345
chirurgie_NOM	214	238	./results/chirurgie_NOM.1987-1988.2005-2006.patterns.d3.csv	226	238	182	188	0.988775116399
embellissement_NOM	25	19	./results/embellissement_NOM.1987-1988.2005-2006.patterns.d3.csv	25	19	36	35	0.826262888026
histoire-là_NOM	7	7	./results/histoire-là_NOM.1987-1988.2005-2006.patterns.d3.csv	7	7	6	12	0.859794924286
redoublant_NOM	27	20	./results/redoublant_NOM.1987-1988.2005-2006.patterns.d3.csv	20	9	33	8	0.699950789397
mater_VER	110	86	./results/mater_VER.1987-1988.2005-2006.patterns.d3.csv	75	50	155	85	0.755013967888
réalisme_NOM	860	529	./results/réalisme_NOM.1987-1988.2005-2006.patterns.d3.csv	844	523	507	365	0.986024409264
mainmise_NOM	163	131	./results/mainmise_NOM.1987-1988.2005-2006.patterns.d3.csv	162	128	191	185	0.954188001757
culpabilité_NOM	320	462	./results/culpabilité_NOM.1987-1988.2005-2006.patterns.d3.csv	319	455	282	340	0.98496813901
espérer_VER	4891	4313	./results/espérer_VER.1987-1988.2005-2006.patterns.d3.csv	4908	4326	1360	1297	0.974015485456
automation_NOM	37	15	./results/automation_NOM.1987-1988.2005-2006.patterns.d3.csv	15	13	10	19	0.331618266214
